"LOAD_BATCH_ID","ROW_ID","ORDER_ID","ORDER_DATE","SHIP_DATE","SHIP_MODE","CUSTOMER_ID","CUSTOMER_NAME","SEGMENT","COUNTRY","CITY","STATE_PROVINCE","POSTAL_CODE","REGION","PRODUCT_ID","CATEGORY","SUB_CATEGORY","PRODUCT_NAME","SALES","QUANTITY","DISCOUNT","PROFIT","RETURNED"
"1","11","US-2023-167199","2023-01-06","2023-01-10","Standard Class","ME-17320","Maria Etezadi","Home Office","United States","Henderson","Kentucky","42420","South","OFF-PA-10000955","Office Supplies","Paper","Southworth 25% Cotton Granite Paper & Envelopes","6.54","1","0.0","3.0084","No"
"1","12","US-2023-130813","2023-01-06","2023-01-08","Second Class","LS-17230","Lycoris Saunders","Consumer","United States","Los Angeles","California","90049","West","OFF-PA-10002005","Office Supplies","Paper","Xerox 225","19.44","3","0.0","9.3312","No"
"1","13","US-2023-167199","2023-01-06","2023-01-10","Standard Class","ME-17320","Maria Etezadi","Home Office","United States","Henderson","Kentucky","42420","South","TEC-PH-10004539","Technology","Phones","Wireless Extenders zBoost YX545 SOHO Signal Booster","755.96","4","0.0","204.1092","No"
"1","14","US-2023-167199","2023-01-06","2023-01-10","Standard Class","ME-17320","Maria Etezadi","Home Office","United States","Henderson","Kentucky","42420","South","TEC-PH-10004977","Technology","Phones","GE 30524EE4","391.98","2","0.0","113.67419999999998","No"
"1","15","US-2023-105417","2023-01-07","2023-01-12","Standard Class","VS-21820","Vivek Sundaresam","Consumer","United States","Huntsville","Texas","77340","Central","FUR-FU-10004864","Furniture","Furnishings","Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock","76.72800000000001","3","0.6","-53.70959999999999","No"
"1","16","US-2023-105417","2023-01-07","2023-01-12","Standard Class","VS-21820","Vivek Sundaresam","Consumer","United States","Huntsville","Texas","77340","Central","OFF-BI-10003708","Office Supplies","Binders","Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""","10.429999999999998","7","0.8","-18.252500000000005","No"
"1","17","US-2023-135405","2023-01-09","2023-01-13","Standard Class","MS-17830","Melanie Seite","Consumer","United States","Laredo","Texas","78041","Central","OFF-AR-10004078","Office Supplies","Art","Newell 312","9.344","2","0.2","1.1679999999999997","No"
"1","18","US-2023-135405","2023-01-09","2023-01-13","Standard Class","MS-17830","Melanie Seite","Consumer","United States","Laredo","Texas","78041","Central","TEC-AC-10001266","Technology","Accessories","Memorex Micro Travel Drive 8 GB","31.200000000000003","3","0.2","9.749999999999996","No"
"1","19","US-2023-149020","2023-01-10","2023-01-15","Standard Class","AJ-10780","Anthony Jacobs","Corporate","United States","Springfield","Virginia","22153","South","FUR-FU-10000965","Furniture","Furnishings","Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock","51.94","1","0.0","21.2954","No"
"1","20","US-2023-149020","2023-01-10","2023-01-15","Standard Class","AJ-10780","Anthony Jacobs","Corporate","United States","Springfield","Virginia","22153","South","OFF-LA-10004272","Office Supplies","Labels","Avery 482","2.89","1","0.0","1.3583","No"
"1","21","US-2023-130092","2023-01-11","2023-01-14","First Class","SV-20365","Seth Vernon","Consumer","United States","Dover","Delaware","19901","East","FUR-FU-10000010","Furniture","Furnishings","DAX Value U-Channel Document Frames, Easel Back","9.94","2","0.0","3.0813999999999995","No"
"1","22","US-2023-157147","2023-01-13","2023-01-18","Standard Class","BD-11605","Brian Dahlen","Consumer","United States","San Francisco","California","94109","West","FUR-BO-10003034","Furniture","Bookcases","O'Sullivan Elevations Bookcase, Cherry Finish","333.99899999999997","3","0.15","3.929400000000008","No"
"1","23","US-2023-109232","2023-01-13","2023-01-16","Second Class","ND-18370","Natalie DeCherney","Consumer","United States","Mount Pleasant","South Carolina","29464","South","FUR-CH-10000422","Furniture","Chairs","Global Highback Leather Tilter in Burgundy","545.9399999999999","6","0.0","87.35040000000004","No"
"1","24","US-2023-157147","2023-01-13","2023-01-18","Standard Class","BD-11605","Brian Dahlen","Consumer","United States","San Francisco","California","94109","West","OFF-AR-10003514","Office Supplies","Art","4009 Highlighters by Sanford","19.9","5","0.0","6.566999999999998","No"
"1","25","US-2023-118192","2023-01-13","2023-01-18","Standard Class","MM-17920","Michael Moore","Consumer","United States","Newark","Ohio","43055","East","OFF-BI-10003476","Office Supplies","Binders","Avery Metallic Poly Binders","3.4380000000000006","2","0.7","-2.5212000000000003","No"
"1","26","US-2023-162775","2023-01-13","2023-01-15","Second Class","CS-12250","Chris Selesnick","Corporate","United States","Bossier City","Louisiana","71111","South","OFF-BI-10004187","Office Supplies","Binders","3-ring staple pack","5.64","3","0.0","2.7071999999999994","No"
"1","27","US-2023-162775","2023-01-13","2023-01-15","Second Class","CS-12250","Chris Selesnick","Corporate","United States","Bossier City","Louisiana","71111","South","OFF-EN-10001532","Office Supplies","Envelopes","Brown Kraft Recycled Envelopes","50.94","3","0.0","25.47","No"
"1","28","US-2023-162775","2023-01-13","2023-01-15","Second Class","CS-12250","Chris Selesnick","Corporate","United States","Bossier City","Louisiana","71111","South","OFF-EN-10001990","Office Supplies","Envelopes","Staple envelope","11.36","2","0.0","5.339199999999999","No"
"1","29","US-2023-118192","2023-01-13","2023-01-18","Standard Class","MM-17920","Michael Moore","Consumer","United States","Newark","Ohio","43055","East","OFF-PA-10002947","Office Supplies","Paper","Xerox 1923","37.408","7","0.2","13.0928","No"
"1","30","US-2023-162775","2023-01-13","2023-01-15","Second Class","CS-12250","Chris Selesnick","Corporate","United States","Bossier City","Louisiana","71111","South","OFF-ST-10000025","Office Supplies","Storage","Fellowes Stor/Drawer Steel Plus Storage Drawers","572.58","6","0.0","34.354799999999955","No"
"1","31","US-2023-157147","2023-01-13","2023-01-18","Standard Class","BD-11605","Brian Dahlen","Consumer","United States","San Francisco","California","94109","West","OFF-ST-10000078","Office Supplies","Storage","Tennsco 6- and 18-Compartment Lockers","1325.85","5","0.0","238.6529999999999","No"
"1","32","US-2023-162775","2023-01-13","2023-01-15","Second Class","CS-12250","Chris Selesnick","Corporate","United States","Bossier City","Louisiana","71111","South","TEC-AC-10003174","Technology","Accessories","Plantronics S12 Corded Telephone Headset System","646.74","6","0.0","258.696","No"
"1","33","US-2023-149524","2023-01-14","2023-01-15","First Class","BS-11590","Brendan Sweed","Corporate","United States","Philadelphia","Pennsylvania","19140","East","FUR-BO-10003433","Furniture","Bookcases","Sauder Cornerstone Collection Library","61.96","4","0.5","-53.28560000000001","No"
"1","34","US-2023-103366","2023-01-15","2023-01-17","First Class","EH-13990","Erica Hackney","Consumer","United States","Roswell","Georgia","30076","South","TEC-AC-10003628","Technology","Accessories","Logitech 910-002974 M325 Wireless Mouse for Web Scrolling","149.95","5","0.0","65.97800000000001","No"
"1","35","US-2023-115791","2023-01-16","2023-01-18","Second Class","DL-13315","Delfina Latchford","Consumer","United States","Philadelphia","Pennsylvania","19134","East","FUR-FU-10001095","Furniture","Furnishings","DAX Black Cherry Wood-Tone Poster Frame","127.104","6","0.2","28.5984","No"
"1","36","US-2023-115791","2023-01-16","2023-01-18","Second Class","DL-13315","Delfina Latchford","Consumer","United States","Philadelphia","Pennsylvania","19134","East","OFF-BI-10001575","Office Supplies","Binders","GBC Linen Binding Covers","18.588000000000005","2","0.7","-13.6312","No"
"1","37","US-2023-115791","2023-01-16","2023-01-18","Second Class","DL-13315","Delfina Latchford","Consumer","United States","Philadelphia","Pennsylvania","19134","East","OFF-LA-10001074","Office Supplies","Labels","Round Specialty Laser Printer Labels","30.072000000000003","3","0.2","10.149299999999997","No"
"1","38","US-2023-115791","2023-01-16","2023-01-18","Second Class","DL-13315","Delfina Latchford","Consumer","United States","Philadelphia","Pennsylvania","19134","East","TEC-PH-10004614","Technology","Phones","AT&T 841000 Phone","124.2","3","0.4","-31.05000000000001","No"
"1","39","US-2023-123477","2023-01-18","2023-01-21","Second Class","DW-13195","David Wiener","Corporate","United States","Springfield","Oregon","97477","West","OFF-AP-10000692","Office Supplies","Appliances","Fellowes Mighty 8 Compact Surge Protector","64.864","4","0.2","6.486400000000003","No"
"1","40","US-2023-146591","2023-01-19","2023-01-20","First Class","TS-21340","Toby Swindell","Consumer","United States","Scottsdale","Arizona","85254","West","FUR-BO-10001972","Furniture","Bookcases","O'Sullivan 4-Shelf Bookcase in Odessa Pine","181.47000000000003","5","0.7","-320.597","No"
"1","41","US-2023-146591","2023-01-19","2023-01-20","First Class","TS-21340","Toby Swindell","Consumer","United States","Scottsdale","Arizona","85254","West","OFF-BI-10003676","Office Supplies","Binders","GBC Standard Recycled Report Covers, Clear Plastic Sheets","32.34","10","0.7","-23.716","No"
"1","42","US-2023-146591","2023-01-19","2023-01-20","First Class","TS-21340","Toby Swindell","Consumer","United States","Scottsdale","Arizona","85254","West","OFF-EN-10002504","Office Supplies","Envelopes","Tyvek  Top-Opening Peel & Seel Envelopes, Plain White","108.72","5","0.2","36.693","No"
"1","43","US-2023-146591","2023-01-19","2023-01-20","First Class","TS-21340","Toby Swindell","Consumer","United States","Scottsdale","Arizona","85254","West","OFF-PA-10000659","Office Supplies","Paper","TOPS Carbonless Receipt Book, Four 2-3/4 x 7-1/4 Money Receipts per Page","56.064","4","0.2","19.6224","No"
"1","44","US-2023-147627","2023-01-20","2023-01-26","Standard Class","HL-15040","Hunter Lopez","Consumer","United States","Jonesboro","Arkansas","72401","South","FUR-CH-10002331","Furniture","Chairs","Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms","1067.94","3","0.0","224.2673999999999","No"
"1","45","US-2023-167927","2023-01-20","2023-01-26","Standard Class","XP-21865","Xylona Preis","Consumer","United States","Westland","Michigan","48185","Central","FUR-FU-10002268","Furniture","Furnishings","Ultra Door Push Plate","14.73","3","0.0","4.860899999999999","No"
"1","46","US-2023-167927","2023-01-20","2023-01-26","Standard Class","XP-21865","Xylona Preis","Consumer","United States","Westland","Michigan","48185","Central","FUR-FU-10002918","Furniture","Furnishings","Eldon ClusterMat Chair Mat with Cordless Antistatic Protection","272.94","3","0.0","30.02340000000001","No"
"1","47","US-2023-147627","2023-01-20","2023-01-26","Standard Class","HL-15040","Hunter Lopez","Consumer","United States","Jonesboro","Arkansas","72401","South","FUR-FU-10003194","Furniture","Furnishings","Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak","38.6","4","0.0","11.579999999999998","No"
"1","48","US-2023-148614","2023-01-20","2023-01-25","Standard Class","MV-17485","Mark Van Huff","Consumer","United States","Los Angeles","California","90049","West","FUR-FU-10003194","Furniture","Furnishings","Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak","19.3","2","0.0","5.789999999999999","Yes"
"1","49","US-2023-167927","2023-01-20","2023-01-26","Standard Class","XP-21865","Xylona Preis","Consumer","United States","Westland","Michigan","48185","Central","OFF-AP-10002311","Office Supplies","Appliances","Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter","247.716","4","0.1","93.5816","No"
"1","50","US-2023-147627","2023-01-20","2023-01-26","Standard Class","HL-15040","Hunter Lopez","Consumer","United States","Jonesboro","Arkansas","72401","South","OFF-AR-10002375","Office Supplies","Art","Newell 351","22.959999999999997","7","0.0","6.658399999999997","No"
"1","51","US-2023-147627","2023-01-20","2023-01-26","Standard Class","HL-15040","Hunter Lopez","Consumer","United States","Jonesboro","Arkansas","72401","South","OFF-AR-10003811","Office Supplies","Art","Newell 327","6.63","3","0.0","1.7901","No"
"1","52","US-2023-167927","2023-01-20","2023-01-26","Standard Class","XP-21865","Xylona Preis","Consumer","United States","Westland","Michigan","48185","Central","OFF-AR-10004456","Office Supplies","Art","Panasonic KP-4ABK Battery-Operated Pencil Sharpener","43.92","3","0.0","12.7368","No"
"1","53","US-2023-167927","2023-01-20","2023-01-26","Standard Class","XP-21865","Xylona Preis","Consumer","United States","Westland","Michigan","48185","Central","OFF-BI-10000605","Office Supplies","Binders","Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red","19.05","5","0.0","8.953499999999998","No"
"1","54","US-2023-147774","2023-01-20","2023-01-26","Standard Class","MM-18280","Muhammed MacIntyre","Corporate","United States","Smyrna","Tennessee","37167","South","OFF-BI-10003091","Office Supplies","Binders","GBC DocuBind TL200 Manual Binding Machine","67.194","1","0.7","-51.515399999999985","No"
"1","55","US-2023-167927","2023-01-20","2023-01-26","Standard Class","XP-21865","Xylona Preis","Consumer","United States","Westland","Michigan","48185","Central","OFF-BI-10004364","Office Supplies","Binders","Storex Dura Pro Binders","29.700000000000003","5","0.0","13.365","No"
"1","56","US-2023-147627","2023-01-20","2023-01-26","Standard Class","HL-15040","Hunter Lopez","Consumer","United States","Jonesboro","Arkansas","72401","South","OFF-EN-10001539","Office Supplies","Envelopes","Staple envelope","23.34","3","0.0","10.9698","No"
"1","57","US-2023-148614","2023-01-20","2023-01-25","Standard Class","MV-17485","Mark Van Huff","Consumer","United States","Los Angeles","California","90049","West","OFF-PA-10002893","Office Supplies","Paper","Wirebound Service Call Books, 5 1/2"" x 4""","19.36","2","0.0","9.2928","Yes"
"1","58","US-2023-167927","2023-01-20","2023-01-26","Standard Class","XP-21865","Xylona Preis","Consumer","United States","Westland","Michigan","48185","Central","OFF-ST-10000760","Office Supplies","Storage","Eldon Fold 'N Roll Cart System","13.98","1","0.0","4.0542","No"
"1","59","US-2023-167927","2023-01-20","2023-01-26","Standard Class","XP-21865","Xylona Preis","Consumer","United States","Westland","Michigan","48185","Central","OFF-ST-10003123","Office Supplies","Storage","Fellowes Bases and Tops For Staxonsteel/High-Stak Systems","66.58","2","0.0","15.9792","No"
"1","60","US-2023-147627","2023-01-20","2023-01-26","Standard Class","HL-15040","Hunter Lopez","Consumer","United States","Jonesboro","Arkansas","72401","South","TEC-PH-10001061","Technology","Phones","Apple iPhone 5C","699.93","7","0.0","181.9818","No"
"1","61","US-2023-110422","2023-01-21","2023-01-23","Second Class","TB-21400","Tom Boeckenhauer","Consumer","United States","Miami","Florida","33180","South","FUR-FU-10001889","Furniture","Furnishings","Ultra Door Pull Handle","25.248","3","0.2","4.102799999999999","No"
"1","62","CA-2023-115238","2023-01-21","2023-01-24","Standard Class","JW-15220","Jane Waco","Corporate","Canada","Toronto","Ontario","M7A","East","FUR-FU-10001025","Furniture","Furnishings","Eldon Imàge Series Desk Accessories, Clear","24.3","5","0.0","10.45","No"
"1","63","CA-2023-115238","2023-01-21","2023-01-24","Standard Class","JW-15220","Jane Waco","Corporate","Canada","Toronto","Ontario","M7A","East","FUR-FU-10002445","Furniture","Furnishings","DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7","9.48","1","0.0","3.79","No"
"1","64","CA-2023-115238","2023-01-21","2023-01-24","Standard Class","JW-15220","Jane Waco","Corporate","Canada","Toronto","Ontario","M7A","East","FUR-FU-10002960","Furniture","Furnishings","Eldon 200 Class Desk Accessories, Burgundy","31.4","5","0.0","13.19","No"
"1","65","CA-2023-115238","2023-01-21","2023-01-24","Standard Class","JW-15220","Jane Waco","Corporate","Canada","Toronto","Ontario","M7A","East","OFF-PA-10002689","Office Supplies","Paper","Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright)","6.48","1","0.0","3.11","No"
"1","66","CA-2023-115238","2023-01-21","2023-01-24","Standard Class","JW-15220","Jane Waco","Corporate","Canada","Toronto","Ontario","M7A","East","TEC-PH-10001300","Technology","Phones","iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5, 4S 4","209.5","10","0.0","58.66","No"
"1","67","US-2023-146997","2023-01-23","2023-01-27","Standard Class","SG-20605","Speros Goranitis","Consumer","United States","Lafayette","Indiana","47905","Central","OFF-FA-10003467","Office Supplies","Fasteners","Alliance Big Bands Rubber Bands, 12/Pack","5.9399999999999995","3","0.0","0.0","No"
"1","68","US-2023-102645","2023-01-23","2023-01-28","Standard Class","IM-15055","Ionia McGrath","Consumer","United States","Las Vegas","Nevada","89115","West","OFF-PA-10001804","Office Supplies","Paper","Xerox 195","40.08","6","0.0","19.2384","No"
"1","69","US-2023-167997","2023-01-26","2023-01-29","First Class","CA-11965","Carol Adams","Corporate","United States","Rapid City","South Dakota","57701","Central","FUR-BO-10004409","Furniture","Bookcases","Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray","141.96","2","0.0","39.7488","No"
"1","70","US-2023-155502","2023-01-26","2023-01-31","Standard Class","SD-20485","Shirley Daniels","Home Office","United States","Alexandria","Virginia","22304","South","FUR-FU-10001847","Furniture","Furnishings","Eldon Image Series Black Desk Accessories","12.419999999999998","3","0.0","4.4712","No"
"1","71","US-2023-155502","2023-01-26","2023-01-31","Standard Class","SD-20485","Shirley Daniels","Home Office","United States","Alexandria","Virginia","22304","South","FUR-FU-10004587","Furniture","Furnishings","GE General Use Halogen Bulbs, 100 Watts, 1 Bulb per Pack","62.82000000000001","3","0.0","30.7818","No"
"1","72","US-2023-167997","2023-01-26","2023-01-29","First Class","CA-11965","Carol Adams","Corporate","United States","Rapid City","South Dakota","57701","Central","OFF-BI-10001758","Office Supplies","Binders","Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders","10.68","2","0.0","5.0196","No"
"1","73","US-2023-155502","2023-01-26","2023-01-31","Standard Class","SD-20485","Shirley Daniels","Home Office","United States","Alexandria","Virginia","22304","South","OFF-PA-10000380","Office Supplies","Paper","REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages","16.68","2","0.0","8.34","No"
"1","74","US-2023-155502","2023-01-26","2023-01-31","Standard Class","SD-20485","Shirley Daniels","Home Office","United States","Alexandria","Virginia","22304","South","OFF-PA-10003072","Office Supplies","Paper","Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream","19.44","3","0.0","9.3312","No"
"1","75","US-2023-155502","2023-01-26","2023-01-31","Standard Class","SD-20485","Shirley Daniels","Home Office","United States","Alexandria","Virginia","22304","South","OFF-ST-10004337","Office Supplies","Storage","SAFCO Commercial Wire Shelving, 72h","489.92","8","0.0","0.0","No"
"1","76","US-2023-155502","2023-01-26","2023-01-31","Standard Class","SD-20485","Shirley Daniels","Home Office","United States","Alexandria","Virginia","22304","South","TEC-PH-10002103","Technology","Phones","Jabra SPEAK 410","187.98","2","0.0","52.6344","No"
"1","77","US-2023-155502","2023-01-26","2023-01-31","Standard Class","SD-20485","Shirley Daniels","Home Office","United States","Alexandria","Virginia","22304","South","TEC-PH-10004833","Technology","Phones","Macally Suction Cup Mount","155.35","13","0.0","0.0","No"
"1","78","US-2023-117163","2023-01-27","2023-02-02","Standard Class","EJ-13720","Ed Jacobs","Consumer","United States","San Diego","California","92037","West","FUR-TA-10003469","Furniture","Tables","Balt Split Level Computer Training Table","333.0","3","0.2","-16.64999999999999","No"
"1","79","US-2023-117163","2023-01-27","2023-02-02","Standard Class","EJ-13720","Ed Jacobs","Consumer","United States","San Diego","California","92037","West","OFF-AR-10003179","Office Supplies","Art","Dixon Ticonderoga Core-Lock Colored Pencils","36.44","4","0.0","12.025199999999998","No"
"1","80","US-2023-117163","2023-01-27","2023-02-02","Standard Class","EJ-13720","Ed Jacobs","Consumer","United States","San Diego","California","92037","West","OFF-ST-10003692","Office Supplies","Storage","Recycled Steel Personal File for Hanging File Folders","57.23","1","0.0","14.307499999999996","No"
"1","81","US-2023-100328","2023-01-28","2023-02-03","Standard Class","JC-15340","Jasper Cacioppo","Consumer","United States","New York City","New York","10024","East","OFF-BI-10000343","Office Supplies","Binders","Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue","3.928","1","0.2","1.3257","No"
"1","82","US-2023-134103","2023-01-30","2023-02-04","Standard Class","MV-18190","Mike Vittorini","Consumer","United States","Detroit","Michigan","48234","Central","OFF-PA-10001204","Office Supplies","Paper","Xerox 1972","10.56","2","0.0","4.752","No"
"1","83","US-2023-134103","2023-01-30","2023-02-04","Standard Class","MV-18190","Mike Vittorini","Consumer","United States","Detroit","Michigan","48234","Central","OFF-ST-10000991","Office Supplies","Storage","Space Solutions HD Industrial Steel Shelving.","229.94","2","0.0","6.898200000000003","No"
"1","84","US-2023-115161","2023-01-31","2023-02-02","First Class","LC-17050","Liz Carlisle","Consumer","United States","Mission Viejo","California","92691","West","FUR-BO-10003966","Furniture","Bookcases","Sauder Facets Collection Library, Sky Alder Finish","290.666","2","0.15","3.4195999999999884","No"
"1","85","US-2023-140795","2023-02-01","2023-02-03","First Class","BD-11500","Bradley Drucker","Consumer","United States","Green Bay","Wisconsin","54302","Central","TEC-AC-10001432","Technology","Accessories","Enermax Aurora Lite Keyboard","468.9","6","0.0","206.3160000000001","No"
"1","86","US-2023-123400","2023-02-02","2023-02-09","Standard Class","EB-13930","Eric Barreto","Consumer","United States","Saint Petersburg","Florida","33710","South","OFF-BI-10000666","Office Supplies","Binders","Surelock Post Binders","18.336","2","0.7","-12.224","No"
"1","87","US-2023-139857","2023-02-02","2023-02-06","Standard Class","CD-12790","Cynthia Delaney","Home Office","United States","San Diego","California","92037","West","OFF-FA-10001843","Office Supplies","Fasteners","Staples","12.35","5","0.0","5.8045","No"
"1","88","US-2023-123400","2023-02-02","2023-02-09","Standard Class","EB-13930","Eric Barreto","Consumer","United States","Saint Petersburg","Florida","33710","South","TEC-PH-10002890","Technology","Phones","AT&T 17929 Lendline Telephone","180.96","5","0.2","13.571999999999996","No"
"1","89","US-2023-111059","2023-02-03","2023-02-06","Second Class","TB-21400","Tom Boeckenhauer","Consumer","United States","Seattle","Washington","98105","West","OFF-BI-10002827","Office Supplies","Binders","Avery Durable Poly Binders","13.272000000000002","3","0.2","4.3134","No"
"1","90","US-2023-111059","2023-02-03","2023-02-06","Second Class","TB-21400","Tom Boeckenhauer","Consumer","United States","Seattle","Washington","98105","West","OFF-BI-10004593","Office Supplies","Binders","Ibico Laser Imprintable Binding System Covers","83.84","2","0.2","27.248","No"
"1","91","US-2023-104808","2023-02-04","2023-02-08","Second Class","MH-17440","Mark Haberlin","Corporate","United States","Escondido","California","92025","West","OFF-BI-10003676","Office Supplies","Binders","GBC Standard Recycled Report Covers, Clear Plastic Sheets","17.248","2","0.2","6.036799999999999","No"
"1","92","US-2023-107181","2023-02-04","2023-02-08","Standard Class","DB-13270","Deborah Brumfield","Home Office","United States","San Diego","California","92024","West","OFF-BI-10004230","Office Supplies","Binders","GBC Recycled Grain Textured Covers","82.896","3","0.2","29.0136","No"
"1","93","US-2023-107181","2023-02-04","2023-02-08","Standard Class","DB-13270","Deborah Brumfield","Home Office","United States","San Diego","California","92024","West","OFF-PA-10000350","Office Supplies","Paper","Message Book, Standard Line ""While You Were Out"", 5 1/2"" X 4"", 200 Sets/Book","34.24","4","0.0","16.0928","No"
"1","94","US-2023-108182","2023-02-06","2023-02-10","Second Class","DL-13315","Delfina Latchford","Consumer","United States","Romeoville","Illinois","60441","Central","OFF-BI-10001196","Office Supplies","Binders","Avery Flip-Chart Easel Binder, Black","8.951999999999998","2","0.8","-14.7708","No"
"1","95","US-2023-131905","2023-02-06","2023-02-09","First Class","ND-18460","Neil Ducich","Corporate","United States","Chesapeake","Virginia","23320","South","OFF-LA-10002787","Office Supplies","Labels","Avery 480","15.0","4","0.0","7.199999999999999","No"
"1","96","US-2023-131905","2023-02-06","2023-02-09","First Class","ND-18460","Neil Ducich","Corporate","United States","Chesapeake","Virginia","23320","South","TEC-PH-10001615","Technology","Phones","AT&T CL82213","144.95","5","0.0","42.035499999999985","No"
"1","97","US-2023-131905","2023-02-06","2023-02-09","First Class","ND-18460","Neil Ducich","Corporate","United States","Chesapeake","Virginia","23320","South","TEC-PH-10003645","Technology","Phones","Aastra 57i VoIP phone","161.61","1","0.0","42.018600000000006","No"
"1","98","US-2023-169390","2023-02-07","2023-02-10","Second Class","CS-12250","Chris Selesnick","Corporate","United States","New York City","New York","10024","East","OFF-ST-10001558","Office Supplies","Storage","Acco Perma 4000 Stacking Storage Drawers","64.96","4","0.0","9.744","No"
"1","99","US-2023-107755","2023-02-07","2023-02-12","Standard Class","CK-12760","Cyma Kinney","Corporate","United States","Linden","New Jersey","7036","East","TEC-AC-10000710","Technology","Accessories","Maxell DVD-RAM Discs","115.36","7","0.0","49.60480000000001","No"
"1","100","US-2023-125759","2023-02-08","2023-02-09","First Class","NM-18445","Nathan Mautz","Home Office","United States","North Las Vegas","Nevada","89031","West","FUR-FU-10002111","Furniture","Furnishings","Master Caster Door Stop, Large Brown","14.56","2","0.0","5.5328","No"
"1","101","US-2023-168368","2023-02-11","2023-02-15","Second Class","GA-14725","Guy Armstrong","Consumer","United States","Columbia","Missouri","65203","Central","FUR-CH-10001146","Furniture","Chairs","Global Value Mid-Back Manager's Chair, Gray","60.89","1","0.0","15.222499999999997","No"
